Session,SessionID,Round,ID,Decision (1=vol.),Number Volunteers,Earnings,Cumulative Earnings,Age,Gender,Race,Country,Marital Status,Employment Status,Student Status,Year in School,No Major,Arts Humanities,Business,Economics,Politics,Sociology,Social Science,Law,Medical,Science,Other,Number Siblings,Hosehold Size,Budget Responsibility,Income,Vote,Occupation,Other Id:
vd060705c,9,13,10,1,3,0.8,10.4,20,2,6,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,12,1,1,"ID22, ID1, ID18:, ID16:, ID23:"
vd060705c,9,13,11,0,1,1,12.2,23,1,1,3,1,1,3,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,2,9,"ID15, ID6, ID9:, ID20:, ID5:"
vd060705c,9,13,12,1,2,0.8,9.4,22,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,4,11,1,1,"ID21, ID4, ID2:, ID8:, ID19:"
vd060705c,9,13,13,0,1,1,11.8,20,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,4,4,7,1,1,"ID7, ID17, ID14:, ID3:, ID24:"
vd060705c,9,13,14,0,1,1,11,20,1,1,3,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,1,3,"ID13, ID7, ID17:, ID3:, ID24:"
vd060705c,9,13,15,0,1,1,11.2,20,2,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,3,4,13,2,10,"ID6, ID9, ID20:, ID11:, ID5:"
vd060705c,9,13,16,1,3,0.8,10.8,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,0,1,4,4,13,1,1,"ID22, ID1, ID18:, ID10:, ID23:"
vd060705c,9,13,17,0,1,1,11.6,19,2,4,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,1,"ID13, ID7, ID14:, ID3:, ID24:"
vd060705c,9,13,18,0,3,1,9.8,18,2,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,11,1,1,"ID22, ID1, ID16:, ID10:, ID23:"
vd060705c,9,13,19,0,2,1,11,22,2,1,3,1,3,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,2,1,"ID21, ID4, ID12:, ID2:, ID8:"
vd060705c,9,13,20,1,1,0.8,10.8,22,2,6,5,1,3,1,16,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,"ID15, ID6, ID9:, ID11:, ID5:"
vd060705c,9,13,21,1,2,0.8,10,22,1,4,1,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,"ID4, ID12, ID2:, ID8:, ID19:"
vd060705c,9,13,22,1,3,0.8,10.6,23,1,6,1,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,10,"ID1, ID18, ID16:, ID10:, ID23:"
vd060705c,9,13,23,0,3,1,11.6,18,2,1,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,1,1,"ID22, ID1, ID18:, ID16:, ID10:"
vd060705c,9,13,24,1,1,0.8,9.2,19,2,6,1,1,3,1,14,0,0,0,0,0,0,1,0,0,0,0,2,4,4,15,1,1,"ID13, ID7, ID17:, ID14:, ID3:"
vd060705c,9,14,1,0,2,1,11.8,20,2,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,2,1,"ID16, ID12, ID8:, ID17:, ID9:"
vd060705c,9,14,2,0,3,1,12.2,20,1,6,8,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,1,4,3,7,2,1,"ID13, ID21, ID6:, ID11:, ID7:"
vd060705c,9,14,3,0,2,1,13.2,19,2,4,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,1,1,"ID10, ID23, ID24:, ID14:, ID18:"
vd060705c,9,14,4,0,0,0.2,10,19,2,1,3,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,1,"ID15, ID20, ID5:, ID22:, ID19:"
vd060705c,9,14,5,0,0,0.2,10,22,2,1,3,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,13,"ID15, ID20, ID22:, ID19:, ID4:"
vd060705c,9,14,6,1,3,0.8,10.8,21,1,1,1,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID13, ID21, ID11:, ID7:, ID2:"
vd060705c,9,14,7,1,3,0.8,12.8,22,1,1,2,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,1,4,6,2,1,"ID13, ID21, ID6:, ID11:, ID2:"
vd060705c,9,14,8,0,2,1,12.4,19,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,1,0,0,1,4,4,13,2,1,"ID16, ID12, ID17:, ID9:, ID1:"
vd060705c,9,14,9,0,2,1,11.6,21,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,1,1,"ID16, ID12, ID8:, ID17:, ID1:"
vd060705c,9,14,10,0,2,1,11.4,20,2,6,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,12,1,1,"ID23, ID24, ID14:, ID18:, ID3:"
vd060705c,9,14,11,0,3,1,13.2,23,1,1,3,1,1,3,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,2,9,"ID13, ID21, ID6:, ID7:, ID2:"
vd060705c,9,14,12,1,2,0.8,10.2,22,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,4,11,1,1,"ID16, ID8, ID17:, ID9:, ID1:"
vd060705c,9,14,13,0,3,1,12.8,20,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,4,4,7,1,1,"ID21, ID6, ID11:, ID7:, ID2:"
vd060705c,9,14,14,0,2,1,12,20,1,1,3,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,1,3,"ID10, ID23, ID24:, ID18:, ID3:"
vd060705c,9,14,15,0,0,0.2,11.4,20,2,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,3,4,13,2,10,"ID20, ID5, ID22:, ID19:, ID4:"
vd060705c,9,14,16,0,2,1,11.8,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,0,1,4,4,13,1,1,"ID12, ID8, ID17:, ID9:, ID1:"
vd060705c,9,14,17,1,2,0.8,12.4,19,2,4,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,1,"ID16, ID12, ID8:, ID9:, ID1:"
vd060705c,9,14,18,1,2,0.8,10.6,18,2,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,11,1,1,"ID10, ID23, ID24:, ID14:, ID3:"
vd060705c,9,14,19,0,0,0.2,11.2,22,2,1,3,1,3,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,2,1,"ID15, ID20, ID5:, ID22:, ID4:"
vd060705c,9,14,20,0,0,0.2,11,22,2,6,5,1,3,1,16,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,"ID15, ID5, ID22:, ID19:, ID4:"
vd060705c,9,14,21,1,3,0.8,10.8,22,1,4,1,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,"ID13, ID6, ID11:, ID7:, ID2:"
vd060705c,9,14,22,0,0,0.2,10.8,23,1,6,1,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,10,"ID15, ID20, ID5:, ID19:, ID4:"
vd060705c,9,14,23,0,2,1,12.6,18,2,1,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,1,1,"ID10, ID24, ID14:, ID18:, ID3:"
vd060705c,9,14,24,1,2,0.8,10,19,2,6,1,1,3,1,14,0,0,0,0,0,0,1,0,0,0,0,2,4,4,15,1,1,"ID10, ID23, ID14:, ID18:, ID3:"
vd060705c,9,15,1,1,1,0.8,12.6,20,2,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,2,1,"ID19, ID14, ID3:, ID13:, ID5:"
vd060705c,9,15,2,0,0,0.2,12.4,20,1,6,8,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,1,4,3,7,2,1,"ID12, ID24, ID7:, ID17:, ID9:"
vd060705c,9,15,3,0,1,1,14.2,19,2,4,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,1,1,"ID19, ID14, ID13:, ID5:, ID1:"
vd060705c,9,15,4,0,0,0.2,10.2,19,2,1,3,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,1,"ID11, ID15, ID16:, ID20:, ID6:"
vd060705c,9,15,5,0,1,1,11,22,2,1,3,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,13,"ID19, ID14, ID3:, ID13:, ID1:"
vd060705c,9,15,6,0,0,0.2,11,21,1,1,1,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID11, ID15, ID16:, ID4:, ID20:"
vd060705c,9,15,7,0,0,0.2,13,22,1,1,2,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,1,4,6,2,1,"ID12, ID24, ID17:, ID2:, ID9:"
vd060705c,9,15,8,0,2,1,13.4,19,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,1,0,0,1,4,4,13,2,1,"ID21, ID22, ID10:, ID23:, ID18:"
vd060705c,9,15,9,0,0,0.2,11.8,21,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,1,1,"ID12, ID24, ID7:, ID17:, ID2:"
vd060705c,9,15,10,0,2,1,12.4,20,2,6,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,12,1,1,"ID8, ID21, ID22:, ID23:, ID18:"
vd060705c,9,15,11,0,0,0.2,13.4,23,1,1,3,1,1,3,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,2,9,"ID15, ID16, ID4:, ID20:, ID6:"
vd060705c,9,15,12,0,0,0.2,10.4,22,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,4,11,1,1,"ID24, ID7, ID17:, ID2:, ID9:"
vd060705c,9,15,13,0,1,1,13.8,20,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,4,4,7,1,1,"ID19, ID14, ID3:, ID5:, ID1:"
vd060705c,9,15,14,0,1,1,13,20,1,1,3,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,1,3,"ID19, ID3, ID13:, ID5:, ID1:"
vd060705c,9,15,15,0,0,0.2,11.6,20,2,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,3,4,13,2,10,"ID11, ID16, ID4:, ID20:, ID6:"
vd060705c,9,15,16,0,0,0.2,12,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,0,1,4,4,13,1,1,"ID11, ID15, ID4:, ID20:, ID6:"
vd060705c,9,15,17,0,0,0.2,12.6,19,2,4,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,1,"ID12, ID24, ID7:, ID2:, ID9:"
vd060705c,9,15,18,1,2,0.8,11.4,18,2,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,11,1,1,"ID8, ID21, ID22:, ID10:, ID23:"
vd060705c,9,15,19,0,1,1,12.2,22,2,1,3,1,3,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,2,1,"ID14, ID3, ID13:, ID5:, ID1:"
vd060705c,9,15,20,0,0,0.2,11.2,22,2,6,5,1,3,1,16,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,"ID11, ID15, ID16:, ID4:, ID6:"
vd060705c,9,15,21,1,2,0.8,11.6,22,1,4,1,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,"ID8, ID22, ID10:, ID23:, ID18:"
vd060705c,9,15,22,0,2,1,11.8,23,1,6,1,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,10,"ID8, ID21, ID10:, ID23:, ID18:"
vd060705c,9,15,23,0,2,1,13.6,18,2,1,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,1,1,"ID8, ID21, ID22:, ID10:, ID18:"
vd060705c,9,15,24,0,0,0.2,10.2,19,2,6,1,1,3,1,14,0,0,0,0,0,0,1,0,0,0,0,2,4,4,15,1,1,"ID12, ID7, ID17:, ID2:, ID9:"
vd060705c,9,16,1,1,1,0.8,13.4,20,2,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,2,1,"ID6, ID16, ID22:, ID15:, ID5:"
vd060705c,9,16,2,0,2,1,13.4,20,1,6,8,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,1,4,3,7,2,1,"ID17, ID8, ID23:, ID7:, ID19:"
vd060705c,9,16,3,0,1,1,15.2,19,2,4,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,1,1,"ID9, ID11, ID13:, ID4:, ID12:"
vd060705c,9,16,4,1,1,0.8,11,19,2,1,3,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,1,"ID9, ID11, ID13:, ID3:, ID12:"
vd060705c,9,16,5,0,1,1,12,22,2,1,3,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,13,"ID1, ID6, ID16:, ID22:, ID15:"
vd060705c,9,16,6,0,1,1,12,21,1,1,1,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID1, ID16, ID22:, ID15:, ID5:"
vd060705c,9,16,7,1,2,0.8,13.8,22,1,1,2,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,1,4,6,2,1,"ID17, ID8, ID23:, ID2:, ID19:"
vd060705c,9,16,8,0,2,1,14.4,19,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,1,0,0,1,4,4,13,2,1,"ID17, ID23, ID7:, ID2:, ID19:"
vd060705c,9,16,9,0,1,1,12.8,21,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,1,1,"ID11, ID13, ID4:, ID3:, ID12:"
vd060705c,9,16,10,1,4,0.8,13.2,20,2,6,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,12,1,1,"ID21, ID14, ID24:, ID18:, ID20:"
vd060705c,9,16,11,0,1,1,14.4,23,1,1,3,1,1,3,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,2,9,"ID9, ID13, ID4:, ID3:, ID12:"
vd060705c,9,16,12,0,1,1,11.4,22,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,4,11,1,1,"ID9, ID11, ID13:, ID4:, ID3:"
vd060705c,9,16,13,0,1,1,14.8,20,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,4,4,7,1,1,"ID9, ID11, ID4:, ID3:, ID12:"
vd060705c,9,16,14,1,4,0.8,13.8,20,1,1,3,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,1,3,"ID21, ID10, ID24:, ID18:, ID20:"
vd060705c,9,16,15,0,1,1,12.6,20,2,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,3,4,13,2,10,"ID1, ID6, ID16:, ID22:, ID5:"
vd060705c,9,16,16,0,1,1,13,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,0,1,4,4,13,1,1,"ID1, ID6, ID22:, ID15:, ID5:"
vd060705c,9,16,17,0,2,1,13.6,19,2,4,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,1,"ID8, ID23, ID7:, ID2:, ID19:"
vd060705c,9,16,18,1,4,0.8,12.2,18,2,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,11,1,1,"ID21, ID10, ID14:, ID24:, ID20:"
vd060705c,9,16,19,1,2,0.8,13,22,2,1,3,1,3,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,2,1,"ID17, ID8, ID23:, ID7:, ID2:"
vd060705c,9,16,20,0,4,1,12.2,22,2,6,5,1,3,1,16,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,"ID21, ID10, ID14:, ID24:, ID18:"
vd060705c,9,16,21,1,4,0.8,12.4,22,1,4,1,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,"ID10, ID14, ID24:, ID18:, ID20:"
vd060705c,9,16,22,0,1,1,12.8,23,1,6,1,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,10,"ID1, ID6, ID16:, ID15:, ID5:"
vd060705c,9,16,23,0,2,1,14.6,18,2,1,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,1,1,"ID17, ID8, ID7:, ID2:, ID19:"
vd060705c,9,16,24,0,4,1,11.2,19,2,6,1,1,3,1,14,0,0,0,0,0,0,1,0,0,0,0,2,4,4,15,1,1,"ID21, ID10, ID14:, ID18:, ID20:"
vd060705c,9,17,1,0,0,0.2,13.6,20,2,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,2,1,"ID12, ID10, ID9:, ID14:, ID6:"
vd060705c,9,17,2,0,2,1,14.4,20,1,6,8,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,1,4,3,7,2,1,"ID24, ID21, ID5:, ID11:, ID18:"
vd060705c,9,17,3,0,1,1,16.2,19,2,4,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,1,1,"ID22, ID4, ID19:, ID17:, ID13:"
vd060705c,9,17,4,1,1,0.8,11.8,19,2,1,3,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,1,"ID22, ID3, ID19:, ID17:, ID13:"
vd060705c,9,17,5,0,2,1,13,22,2,1,3,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,13,"ID24, ID2, ID21:, ID11:, ID18:"
vd060705c,9,17,6,0,0,0.2,12.2,21,1,1,1,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID12, ID10, ID9:, ID14:, ID1:"
vd060705c,9,17,7,1,2,0.8,14.6,22,1,1,2,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,1,4,6,2,1,"ID8, ID23, ID20:, ID15:, ID16:"
vd060705c,9,17,8,0,2,1,15.4,19,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,1,0,0,1,4,4,13,2,1,"ID23, ID20, ID15:, ID7:, ID16:"
vd060705c,9,17,9,0,0,0.2,13,21,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,1,1,"ID12, ID10, ID14:, ID1:, ID6:"
vd060705c,9,17,10,0,0,0.2,13.4,20,2,6,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,12,1,1,"ID12, ID9, ID14:, ID1:, ID6:"
vd060705c,9,17,11,0,2,1,15.4,23,1,1,3,1,1,3,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,2,9,"ID24, ID2, ID21:, ID5:, ID18:"
vd060705c,9,17,12,0,0,0.2,11.6,22,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,4,11,1,1,"ID10, ID9, ID14:, ID1:, ID6:"
vd060705c,9,17,13,0,1,1,15.8,20,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,4,4,7,1,1,"ID22, ID4, ID3:, ID19:, ID17:"
vd060705c,9,17,14,0,0,0.2,14,20,1,1,3,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,1,3,"ID12, ID10, ID9:, ID1:, ID6:"
vd060705c,9,17,15,0,2,1,13.6,20,2,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,3,4,13,2,10,"ID8, ID23, ID20:, ID7:, ID16:"
vd060705c,9,17,16,1,2,0.8,13.8,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,0,1,4,4,13,1,1,"ID8, ID23, ID20:, ID15:, ID7:"
vd060705c,9,17,17,0,1,1,14.6,19,2,4,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,1,"ID22, ID4, ID3:, ID19:, ID13:"
vd060705c,9,17,18,1,2,0.8,13,18,2,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,11,1,1,"ID24, ID2, ID21:, ID5:, ID11:"
vd060705c,9,17,19,0,1,1,14,22,2,1,3,1,3,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,2,1,"ID22, ID4, ID3:, ID17:, ID13:"
vd060705c,9,17,20,0,2,1,13.2,22,2,6,5,1,3,1,16,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,"ID8, ID23, ID15:, ID7:, ID16:"
vd060705c,9,17,21,1,2,0.8,13.2,22,1,4,1,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,"ID24, ID2, ID5:, ID11:, ID18:"
vd060705c,9,17,22,0,1,1,13.8,23,1,6,1,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,10,"ID4, ID3, ID19:, ID17:, ID13:"
vd060705c,9,17,23,0,2,1,15.6,18,2,1,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,1,1,"ID8, ID20, ID15:, ID7:, ID16:"
vd060705c,9,17,24,0,2,1,12.2,19,2,6,1,1,3,1,14,0,0,0,0,0,0,1,0,0,0,0,2,4,4,15,1,1,"ID2, ID21, ID5:, ID11:, ID18:"
vd060705c,9,18,1,1,4,0.8,14.4,20,2,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,2,1,"ID20, ID22, ID9:, ID4:, ID21:"
vd060705c,9,18,2,0,1,1,15.4,20,1,6,8,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,1,4,3,7,2,1,"ID15, ID18, ID19:, ID13:, ID7:"
vd060705c,9,18,3,0,2,1,17.2,19,2,4,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,1,1,"ID11, ID6, ID10:, ID8:, ID17:"
vd060705c,9,18,4,1,4,0.8,12.6,19,2,1,3,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,1,"ID20, ID22, ID9:, ID1:, ID21:"
vd060705c,9,18,5,0,1,1,14,22,2,1,3,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,13,"ID16, ID14, ID23:, ID24:, ID12:"
vd060705c,9,18,6,1,2,0.8,13,21,1,1,1,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID11, ID3, ID10:, ID8:, ID17:"
vd060705c,9,18,7,1,1,0.8,15.4,22,1,1,2,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,1,4,6,2,1,"ID15, ID18, ID2:, ID19:, ID13:"
vd060705c,9,18,8,0,2,1,16.4,19,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,1,0,0,1,4,4,13,2,1,"ID11, ID6, ID3:, ID10:, ID17:"
vd060705c,9,18,9,0,4,1,14,21,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,0,0,1,2,4,1,1,1,"ID20, ID22, ID4:, ID1:, ID21:"
vd060705c,9,18,10,0,2,1,14.4,20,2,6,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,12,1,1,"ID11, ID6, ID3:, ID8:, ID17:"
vd060705c,9,18,11,1,2,0.8,16.2,23,1,1,3,1,1,3,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,2,9,"ID6, ID3, ID10:, ID8:, ID17:"
vd060705c,9,18,12,1,1,0.8,12.4,22,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,4,11,1,1,"ID5, ID16, ID14:, ID23:, ID24:"
vd060705c,9,18,13,0,1,1,16.8,20,1,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,4,4,7,1,1,"ID15, ID18, ID2:, ID19:, ID7:"
vd060705c,9,18,14,0,1,1,15,20,1,1,3,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,1,3,"ID5, ID16, ID23:, ID24:, ID12:"
vd060705c,9,18,15,0,1,1,14.6,20,2,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,3,4,13,2,10,"ID18, ID2, ID19:, ID13:, ID7:"
vd060705c,9,18,16,0,1,1,14.8,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,0,1,4,4,13,1,1,"ID5, ID14, ID23:, ID24:, ID12:"
vd060705c,9,18,17,0,2,1,15.6,19,2,4,1,1,3,1,14,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,1,"ID11, ID6, ID3:, ID10:, ID8:"
vd060705c,9,18,18,0,1,1,14,18,2,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,11,1,1,"ID15, ID2, ID19:, ID13:, ID7:"
vd060705c,9,18,19,0,1,1,15,22,2,1,3,1,3,1,16,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,2,1,"ID15, ID18, ID2:, ID13:, ID7:"
vd060705c,9,18,20,1,4,0.8,14,22,2,6,5,1,3,1,16,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,2,1,"ID22, ID9, ID4:, ID1:, ID21:"
vd060705c,9,18,21,1,4,0.8,14,22,1,4,1,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,"ID20, ID22, ID9:, ID4:, ID1:"
vd060705c,9,18,22,0,4,1,14.8,23,1,6,1,1,1,1,18,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,10,"ID20, ID9, ID4:, ID1:, ID21:"
vd060705c,9,18,23,0,1,1,16.6,18,2,1,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,1,1,"ID5, ID16, ID14:, ID24:, ID12:"
vd060705c,9,18,24,0,1,1,13.2,19,2,6,1,1,3,1,14,0,0,0,0,0,0,1,0,0,0,0,2,4,4,15,1,1,"ID5, ID16, ID14:, ID23:, ID12:"
vd060705c,9,19,1,0,3,1,15.4,20,2,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,2,2,1,"ID3, ID10, ID13:, ID6:, ID11:"
vd060705c,9,19,2,0,4,1,16.4,20,1,6,8,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,1,4,3,7,2,1,"ID16, ID23, ID12:, ID5:, ID21:"
vd060705c,9,19,3,0,3,1,18.2,19,2,4,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,1,1,"ID10, ID13, ID6:, ID11:, ID1:"
vd060705c,9,19,4,1,4,0.8,13.4,19,2,1,3,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,3,4,4,2,2,1,"ID8, ID9, ID19:, ID24:, ID18:"
vd060705c,9,19,5,1,4,0.8,14.8,22,2,1,3,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,13,"ID16, ID23, ID12:, ID2:, ID21:"
vd060705c,9,19,6,1,3,0.8,13.8,21,1,1,1,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID3, ID10, ID13:, ID11:, ID1:"
